26-家005,鹿島区永田字永田,178.5,空き家売却,500万円程度
27-家008,小高区泉沢字弥惣さく,127.08,空き家売却,2500万円程度
27-家010,原町区仲町一丁目,246.66,空き家売却,980万円程度
27-家011,小高区下浦字坊西,229.29,空き家売却,1950万円程度
27-家012,原町区牛越字搗屋前,166.47,空き家売却,3000万円程度
27-家013 ,小高区飯崎字西原,106.59,空き家売却,1200万円程度
27-家014 ,小高区小高字八景,114.31,空き家売却,1200万円程度
27-家015,原町区雫字塔場下,105.16,空き家賃貸,月額9万円程度
27-家016 ,原町区南町二丁目,169.65,空き家売却,2600万円程度

